id,skin_name,weapon_name,stat_trak,factory_new_price,quality
1097,Phantom,SG 553,1,"3,74€",Restricted Rifle
1098,Cyberforce,SG 553,1,"1,40€",Mil-Spec Rifle
1099,Traveler,SG 553,0,"18,02€",Industrial Grade Rifle
1100,Gator Mesh,SG 553,0,"11,98€",Industrial Grade Rifle
1101,Damascus Steel,SG 553,0,"1,17€",Mil-Spec Rifle
1102,Fallout Warning,SG 553,0,"2,80€",Industrial Grade Rifle
1103,Ol' Rusty,SG 553,1,"0,67€",Mil-Spec Rifle
1104,Pulse,SG 553,1,Not Possible,Restricted Rifle
1106,Hypnotic,SG 553,0,"44,40€",Restricted Rifle
1107,Barricade,SG 553,0,"6,99€",Consumer Grade Rifle
1108,Wave Spray,SG 553,1,"66,25€",Mil-Spec Rifle
1109,Dragon Tech,SG 553,1,"4,37€",Restricted Rifle
1110,Aerial,SG 553,1,"0,92€",Mil-Spec Rifle
1111,Danger Close,SG 553,1,"1,24€",Mil-Spec Rifle
1112,Integrale,SG 553,0,"131,32€",Classified Rifle
1113,Heavy Metal,SG 553,1,"1,82€",Mil-Spec Rifle
1114,Tiger Moth,SG 553,1,"7,09€",Restricted Rifle
1115,Atlas,SG 553,1,"1,20€",Mil-Spec Rifle
1116,Waves Perforated,SG 553,0,"0,09€",Consumer Grade Rifle
1118,Aloha,SG 553,1,"0,69€",Mil-Spec Rifle
1119,Triarch,SG 553,1,"5,48€",Restricted Rifle
1120,Desert Blossom,SG 553,0,"17,48€",Mil-Spec Rifle
1122,Darkwing,SG 553,1,"7,65€",Restricted Rifle
1123,Lush Ruins,SG 553,0,"0,79€",Consumer Grade Rifle
1124,Hazard Pay,SG 553,0,"315,69€",Classified Rifle
1125,Bleached,SG 553,0,"1,16€",Consumer Grade Rifle
1126,Dragonfire,SSG 08,1,"87,71€",Covert Sniper Rifle
1127,Prey,SSG 08,0,"0,67€",Consumer Grade Sniper Rifle
1128,Sea Calico,SSG 08,0,"394,30€",Restricted Sniper Rifle
1130,Parallax,SSG 08,1,"16,75€",Restricted Sniper Rifle
1131,Necropos,SSG 08,1,"6,95€",Mil-Spec Sniper Rifle
1132,Orange Filigree,SSG 08,0,"30,45€",Mil-Spec Sniper Rifle
1133,Big Iron,SSG 08,1,"58,99€",Classified Sniper Rifle
1136,Mainframe 001,SSG 08,1,"1,39€",Mil-Spec Sniper Rifle
1137,Mayan Dreams,SSG 08,0,"46,85€",Industrial Grade Sniper Rifle
1138,Death Strike,SSG 08,0,"722,35€",Classified Sniper Rifle
1139,Bloodshot,SSG 08,1,Not Possible,Classified Sniper Rifle
1140,Death's Head,SSG 08,1,"21,78€",Restricted Sniper Rifle
1141,Azure Glyph,SSG 08,0,"0,68€",Industrial Grade Sniper Rifle
1142,Lichen Dashed,SSG 08,0,"35,72€",Consumer Grade Sniper Rifle
1144,Jungle Dashed,SSG 08,0,"4,08€",Consumer Grade Sniper Rifle
1145,Acid Fade,SSG 08,0,"0,93€",Mil-Spec Sniper Rifle
1146,Abyss,SSG 08,1,"10,32€",Mil-Spec Sniper Rifle
1147,Threat Detected,SSG 08,0,"22,85€",Mil-Spec Sniper Rifle
1148,Ghost Crusader,SSG 08,1,"14,72€",Restricted Sniper Rifle
1149,Dark Water,SSG 08,1,Not Possible,Mil-Spec Sniper Rifle
1150,Blood in the Water,SSG 08,1,"468,74€",Covert Sniper Rifle
1151,Tropical Storm,SSG 08,0,"88,89€",Industrial Grade Sniper Rifle
1152,Spring Twilly,SSG 08,0,"1,43€",Mil-Spec Sniper Rifle
1153,Hand Brake,SSG 08,0,"1,--€",Mil-Spec Sniper Rifle
1154,Carbon Fiber,SSG 08,0,"3,78€",Industrial Grade Sniper Rifle
1155,Fever Dream,SSG 08,1,"7,41€",Restricted Sniper Rifle
1156,Turbo Peek,SSG 08,1,"53,91€",Classified Sniper Rifle
1157,Detour,SSG 08,0,"20,21€",Mil-Spec Sniper Rifle
1158,Slashed,SSG 08,1,Not Possible,Mil-Spec Sniper Rifle
1159,Scorched,Bayonet,1,No Recent Price,Covert Knife
1161,Bright Water,Bayonet,1,"423,97€",Covert Knife
1162,Gamma Doppler,Bayonet,1,"1 262,75€",Covert Knife
1163,Rust Coat,Bayonet,1,Not Possible,Covert Knife
1164,Damascus Steel,Bayonet,1,"545,40€",Covert Knife
1165,Fade,Bayonet,1,"947,32€",Covert Knife
1166,Autotronic,Bayonet,1,No Recent Price,Covert Knife
1167,Forest DDPAT,Bayonet,1,No Recent Price,Covert Knife
1168,Doppler,Bayonet,1,"821,13€",Covert Knife
1169,Safari Mesh,Bayonet,1,No Recent Price,Covert Knife
1170,Lore,Bayonet,1,"1 119,01€",Covert Knife
1172,Urban Masked,Bayonet,1,No Recent Price,Covert Knife
1173,Marble Fade,Bayonet,1,"798,59€",Covert Knife
1175,Boreal Forest,Bayonet,1,No Recent Price,Covert Knife
1176,Stained,Bayonet,1,No Recent Price,Covert Knife
1177,Case Hardened,Bayonet,1,No Recent Price,Covert Knife
1178,Slaughter,Bayonet,1,"1 033,16€",Covert Knife
1179,Tiger Tooth,Bayonet,1,"664,83€",Covert Knife
1180,Freehand,Bayonet,1,"678,40€",Covert Knife
1181,Blue Steel,Bayonet,1,No Recent Price,Covert Knife
1182,Crimson Web,Bayonet,1,No Recent Price,Covert Knife
1183,Black Laminate,Bayonet,1,"557,96€",Covert Knife
1184,Lore,Bowie Knife,1,"649,11€",Covert Knife
1185,Scorched,Bowie Knife,1,No Recent Price,Covert Knife
1187,Damascus Steel,Bowie Knife,1,"284,75€",Covert Knife
1188,Gamma Doppler,Bowie Knife,1,"496,11€",Covert Knife
1189,Rust Coat,Bowie Knife,1,Not Possible,Covert Knife
1190,Marble Fade,Bowie Knife,1,"425,63€",Covert Knife
1191,Boreal Forest,Bowie Knife,1,No Recent Price,Covert Knife
1192,Slaughter,Bowie Knife,1,"485,61€",Covert Knife
1194,Stained,Bowie Knife,1,No Recent Price,Covert Knife
1195,Crimson Web,Bowie Knife,1,No Recent Price,Covert Knife
1196,Autotronic,Bowie Knife,1,"549,03€",Covert Knife
1197,Black Laminate,Bowie Knife,1,"424,53€",Covert Knife
1198,Freehand,Bowie Knife,1,"272,50€",Covert Knife
1199,Bright Water,Bowie Knife,1,"204,--€",Covert Knife
1200,Doppler,Bowie Knife,1,"554,99€",Covert Knife
1201,Forest DDPAT,Bowie Knife,1,No Recent Price,Covert Knife
1202,Case Hardened,Bowie Knife,1,No Recent Price,Covert Knife
1204,Tiger Tooth,Bowie Knife,1,"416,53€",Covert Knife
1205,Urban Masked,Bowie Knife,1,No Recent Price,Covert Knife
1206,Fade,Bowie Knife,1,"631,88€",Covert Knife
1207,Safari Mesh,Bowie Knife,1,No Recent Price,Covert Knife
1208,Blue Steel,Bowie Knife,1,No Recent Price,Covert Knife
1210,Damascus Steel,Butterfly Knife,1,"1 597,69€",Covert Knife
1211,Black Laminate,Butterfly Knife,1,No Recent Price,Covert Knife
1212,Blue Steel,Butterfly Knife,1,No Recent Price,Covert Knife
1214,Case Hardened,Butterfly Knife,1,No Recent Price,Covert Knife
1215,Lore,Butterfly Knife,1,No Recent Price,Covert Knife
1216,Freehand,Butterfly Knife,1,"1 492,36€",Covert Knife
1217,Urban Masked,Butterfly Knife,1,No Recent Price,Covert Knife
1218,Boreal Forest,Butterfly Knife,1,No Recent Price,Covert Knife
1219,Rust Coat,Butterfly Knife,1,Not Possible,Covert Knife
1220,Crimson Web,Butterfly Knife,1,No Recent Price,Covert Knife
1221,Gamma Doppler,Butterfly Knife,1,No Recent Price,Covert Knife
1223,Forest DDPAT,Butterfly Knife,1,No Recent Price,Covert Knife
1224,Marble Fade,Butterfly Knife,1,No Recent Price,Covert Knife
1225,Bright Water,Butterfly Knife,1,No Recent Price,Covert Knife
1226,Tiger Tooth,Butterfly Knife,1,No Recent Price,Covert Knife
1227,Fade,Butterfly Knife,1,No Recent Price,Covert Knife
1228,Slaughter,Butterfly Knife,1,No Recent Price,Covert Knife
1229,Stained,Butterfly Knife,1,No Recent Price,Covert Knife
1230,Doppler,Butterfly Knife,1,No Recent Price,Covert Knife
1231,Scorched,Butterfly Knife,1,No Recent Price,Covert Knife
1232,Autotronic,Butterfly Knife,1,No Recent Price,Covert Knife
1233,Safari Mesh,Butterfly Knife,1,No Recent Price,Covert Knife
1235,Blue Steel,Classic Knife,1,"927,31€",Covert Knife
1236,Night Stripe,Classic Knife,1,No Recent Price,Covert Knife
1237,Crimson Web,Classic Knife,1,No Recent Price,Covert Knife
1238,Slaughter,Classic Knife,1,"463,64€",Covert Knife
1239,Boreal Forest,Classic Knife,1,No Recent Price,Covert Knife
1240,Fade,Classic Knife,1,"912,22€",Covert Knife
1241,Safari Mesh,Classic Knife,1,No Recent Price,Covert Knife
1242,Scorched,Classic Knife,1,No Recent Price,Covert Knife
1243,Urban Masked,Classic Knife,1,No Recent Price,Covert Knife
1244,Forest DDPAT,Classic Knife,1,No Recent Price,Covert Knife
1245,Stained,Classic Knife,1,No Recent Price,Covert Knife
1246,Case Hardened,Classic Knife,1,"669,82€",Covert Knife
1247,Marble Fade,Falchion Knife,1,"394,30€",Covert Knife
1249,Lore,Falchion Knife,1,"368,33€",Covert Knife
1251,Safari Mesh,Falchion Knife,1,No Recent Price,Covert Knife
1252,Gamma Doppler,Falchion Knife,1,"581,02€",Covert Knife
1253,Autotronic,Falchion Knife,1,"413,19€",Covert Knife
1254,Tiger Tooth,Falchion Knife,1,"330,74€",Covert Knife
1255,Blue Steel,Falchion Knife,1,No Recent Price,Covert Knife
1256,Forest DDPAT,Falchion Knife,1,No Recent Price,Covert Knife
1257,Bright Water,Falchion Knife,1,"213,23€",Covert Knife
1258,Fade,Falchion Knife,1,"510,01€",Covert Knife
1259,Crimson Web,Falchion Knife,1,No Recent Price,Covert Knife
1260,Black Laminate,Falchion Knife,1,No Recent Price,Covert Knife
1261,Stained,Falchion Knife,1,No Recent Price,Covert Knife
1262,Boreal Forest,Falchion Knife,1,No Recent Price,Covert Knife
1263,Slaughter,Falchion Knife,1,"458,94€",Covert Knife
1264,Doppler,Falchion Knife,1,"589,67€",Covert Knife
1265,Urban Masked,Falchion Knife,1,No Recent Price,Covert Knife
1267,Scorched,Falchion Knife,1,No Recent Price,Covert Knife
1268,Case Hardened,Falchion Knife,1,No Recent Price,Covert Knife
1269,Freehand,Falchion Knife,1,"225,75€",Covert Knife
1270,Damascus Steel,Falchion Knife,1,"278,18€",Covert Knife
1271,Rust Coat,Falchion Knife,1,Not Possible,Covert Knife
1272,Safari Mesh,Flip Knife,1,No Recent Price,Covert Knife
1274,Marble Fade,Flip Knife,1,"693,74€",Covert Knife
1276,Slaughter,Flip Knife,1,"549,23€",Covert Knife
1277,Urban Masked,Flip Knife,1,No Recent Price,Covert Knife
1278,Case Hardened,Flip Knife,1,No Recent Price,Covert Knife
1279,Black Laminate,Flip Knife,1,"509,92€",Covert Knife
1280,Tiger Tooth,Flip Knife,1,"463,88€",Covert Knife
1281,Damascus Steel,Flip Knife,1,"363,17€",Covert Knife
1282,Bright Water,Flip Knife,1,"316,53€",Covert Knife
1283,Gamma Doppler,Flip Knife,1,"787,60€",Covert Knife
1284,Crimson Web,Flip Knife,1,No Recent Price,Covert Knife
1285,Doppler,Flip Knife,1,"617,02€",Covert Knife
1286,Blue Steel,Flip Knife,1,No Recent Price,Covert Knife
1287,Fade,Flip Knife,1,"1 024,32€",Covert Knife
1288,Scorched,Flip Knife,1,No Recent Price,Covert Knife
1289,Boreal Forest,Flip Knife,1,No Recent Price,Covert Knife
1290,Forest DDPAT,Flip Knife,1,No Recent Price,Covert Knife
1291,Lore,Flip Knife,1,"699,42€",Covert Knife
1292,Autotronic,Flip Knife,1,"1 235,68€",Covert Knife
1293,Freehand,Flip Knife,1,"315,28€",Covert Knife
1295,Rust Coat,Flip Knife,1,Not Possible,Covert Knife
1296,Stained,Flip Knife,1,No Recent Price,Covert Knife
1297,Marble Fade,Gut Knife,1,"255,01€",Covert Knife
1298,Safari Mesh,Gut Knife,1,No Recent Price,Covert Knife
1299,Bright Water,Gut Knife,1,"168,46€",Covert Knife
1300,Boreal Forest,Gut Knife,1,No Recent Price,Covert Knife
1301,Tiger Tooth,Gut Knife,1,"219,61€",Covert Knife
1302,Gamma Doppler,Gut Knife,1,"354,60€",Covert Knife
1303,Freehand,Gut Knife,1,"162,27€",Covert Knife
1304,Damascus Steel,Gut Knife,1,"189,66€",Covert Knife
1305,Stained,Gut Knife,1,"198,78€",Covert Knife
1306,Urban Masked,Gut Knife,1,No Recent Price,Covert Knife
1307,Doppler,Gut Knife,1,"258,72€",Covert Knife
1308,Slaughter,Gut Knife,1,"349,48€",Covert Knife
1309,Scorched,Gut Knife,1,No Recent Price,Covert Knife
1310,Lore,Gut Knife,1,"483,13€",Covert Knife
1311,Autotronic,Gut Knife,1,"588,99€",Covert Knife
1312,Fade,Gut Knife,1,"360,19€",Covert Knife
1313,Rust Coat,Gut Knife,1,Not Possible,Covert Knife
1315,Blue Steel,Gut Knife,1,"1 340,93€",Covert Knife
1316,Crimson Web,Gut Knife,1,No Recent Price,Covert Knife
1317,Forest DDPAT,Gut Knife,1,No Recent Price,Covert Knife
1319,Case Hardened,Gut Knife,1,No Recent Price,Covert Knife
1321,Black Laminate,Gut Knife,1,"265,04€",Covert Knife
1322,Doppler,Huntsman Knife,1,"645,28€",Covert Knife
1323,Lore,Huntsman Knife,1,"533,20€",Covert Knife
1324,Case Hardened,Huntsman Knife,1,No Recent Price,Covert Knife
1325,Damascus Steel,Huntsman Knife,1,"330,10€",Covert Knife
1326,Rust Coat,Huntsman Knife,1,Not Possible,Covert Knife
1327,Ultraviolet,Huntsman Knife,1,No Recent Price,Covert Knife
1328,Boreal Forest,Huntsman Knife,1,No Recent Price,Covert Knife
1329,Gamma Doppler,Huntsman Knife,1,"606,05€",Covert Knife
1330,Blue Steel,Huntsman Knife,1,No Recent Price,Covert Knife
1331,Autotronic,Huntsman Knife,1,"474,89€",Covert Knife
1332,Crimson Web,Huntsman Knife,1,No Recent Price,Covert Knife
1333,Scorched,Huntsman Knife,1,No Recent Price,Covert Knife
1334,Forest DDPAT,Huntsman Knife,1,No Recent Price,Covert Knife
1335,Fade,Huntsman Knife,1,"690,85€",Covert Knife
1336,Urban Masked,Huntsman Knife,1,No Recent Price,Covert Knife
1337,Slaughter,Huntsman Knife,1,"853,12€",Covert Knife
1338,Black Laminate,Huntsman Knife,1,"598,94€",Covert Knife
1340,Stained,Huntsman Knife,1,No Recent Price,Covert Knife
1342,Bright Water,Huntsman Knife,1,"212,81€",Covert Knife
1343,Marble Fade,Huntsman Knife,1,"512,56€",Covert Knife
1344,Tiger Tooth,Huntsman Knife,1,"398,30€",Covert Knife
1345,Freehand,Huntsman Knife,1,"255,08€",Covert Knife
1346,Safari Mesh,Huntsman Knife,1,No Recent Price,Covert Knife
1347,Damascus Steel,Karambit,1,No Recent Price,Covert Knife
1348,Fade,Karambit,1,No Recent Price,Covert Knife
1349,Crimson Web,Karambit,1,No Recent Price,Covert Knife
1350,Blue Steel,Karambit,1,No Recent Price,Covert Knife
1351,Bright Water,Karambit,1,"959,76€",Covert Knife
1352,Slaughter,Karambit,1,No Recent Price,Covert Knife
1354,Gamma Doppler,Karambit,1,No Recent Price,Covert Knife
1355,Forest DDPAT,Karambit,1,No Recent Price,Covert Knife
1356,Autotronic,Karambit,1,No Recent Price,Covert Knife
1357,Tiger Tooth,Karambit,1,"1 430,48€",Covert Knife
1358,Doppler,Karambit,1,"1 730,31€",Covert Knife
1359,Rust Coat,Karambit,1,Not Possible,Covert Knife
1360,Safari Mesh,Karambit,1,No Recent Price,Covert Knife
1361,Lore,Karambit,1,No Recent Price,Covert Knife
1362,Black Laminate,Karambit,1,No Recent Price,Covert Knife
1364,Stained,Karambit,1,No Recent Price,Covert Knife
1365,Case Hardened,Karambit,1,No Recent Price,Covert Knife
1366,Urban Masked,Karambit,1,No Recent Price,Covert Knife
1367,Boreal Forest,Karambit,1,No Recent Price,Covert Knife
1368,Marble Fade,Karambit,1,No Recent Price,Covert Knife
1370,Scorched,Karambit,1,No Recent Price,Covert Knife
1371,Freehand,Karambit,1,"960,96€",Covert Knife
1372,Boreal Forest,Kukri Knife,1,No Recent Price,Covert Knife
1373,Fade,Kukri Knife,1,No Recent Price,Covert Knife
1374,Blue Steel,Kukri Knife,1,No Recent Price,Covert Knife
1375,Urban Masked,Kukri Knife,1,"1 498,10€",Covert Knife
1377,Safari Mesh,Kukri Knife,1,No Recent Price,Covert Knife
1378,Night Stripe,Kukri Knife,1,No Recent Price,Covert Knife
1379,Crimson Web,Kukri Knife,1,No Recent Price,Covert Knife
1380,Slaughter,Kukri Knife,1,"1 089,78€",Covert Knife
1381,Stained,Kukri Knife,1,No Recent Price,Covert Knife
1382,Forest DDPAT,Kukri Knife,1,No Recent Price,Covert Knife
1383,Scorched,Kukri Knife,1,No Recent Price,Covert Knife
1384,Case Hardened,Kukri Knife,1,No Recent Price,Covert Knife
1385,Forest DDPAT,M9 Bayonet,1,No Recent Price,Covert Knife
1386,Tiger Tooth,M9 Bayonet,1,"1 350,97€",Covert Knife
1388,Marble Fade,M9 Bayonet,1,"1 559,61€",Covert Knife
1389,Lore,M9 Bayonet,1,No Recent Price,Covert Knife
1391,Case Hardened,M9 Bayonet,1,No Recent Price,Covert Knife
1392,Fade,M9 Bayonet,1,No Recent Price,Covert Knife
1393,Gamma Doppler,M9 Bayonet,1,No Recent Price,Covert Knife
1394,Crimson Web,M9 Bayonet,1,No Recent Price,Covert Knife
1396,Blue Steel,M9 Bayonet,1,"1 286,05€",Covert Knife
1397,Urban Masked,M9 Bayonet,1,No Recent Price,Covert Knife
1398,Boreal Forest,M9 Bayonet,1,No Recent Price,Covert Knife
1399,Freehand,M9 Bayonet,1,"918,03€",Covert Knife
1400,Slaughter,M9 Bayonet,1,No Recent Price,Covert Knife
1401,Damascus Steel,M9 Bayonet,1,"1 247,80€",Covert Knife
1402,Autotronic,M9 Bayonet,1,No Recent Price,Covert Knife
1403,Scorched,M9 Bayonet,1,No Recent Price,Covert Knife
1404,Doppler,M9 Bayonet,1,"1 647,76€",Covert Knife
1405,Rust Coat,M9 Bayonet,1,Not Possible,Covert Knife
1406,Bright Water,M9 Bayonet,1,"1 131,03€",Covert Knife
1407,Stained,M9 Bayonet,1,No Recent Price,Covert Knife
1408,Safari Mesh,M9 Bayonet,1,No Recent Price,Covert Knife
1409,Black Laminate,M9 Bayonet,1,No Recent Price,Covert Knife
1410,Marble Fade,Navaja Knife,1,"222,55€",Covert Knife
1411,Scorched,Navaja Knife,1,No Recent Price,Covert Knife
1412,Tiger Tooth,Navaja Knife,1,"182,68€",Covert Knife
1414,Forest DDPAT,Navaja Knife,1,No Recent Price,Covert Knife
1415,Damascus Steel,Navaja Knife,1,"134,45€",Covert Knife
1416,Doppler,Navaja Knife,1,"267,99€",Covert Knife
1417,Safari Mesh,Navaja Knife,1,No Recent Price,Covert Knife
1418,Fade,Navaja Knife,1,"349,61€",Covert Knife
1419,Case Hardened,Navaja Knife,1,No Recent Price,Covert Knife
1420,Crimson Web,Navaja Knife,1,No Recent Price,Covert Knife
1421,Stained,Navaja Knife,1,"240,17€",Covert Knife
1422,Night Stripe,Navaja Knife,1,No Recent Price,Covert Knife
1423,Slaughter,Navaja Knife,1,"249,55€",Covert Knife
1424,Rust Coat,Navaja Knife,1,Not Possible,Covert Knife
1425,Blue Steel,Navaja Knife,1,"191,86€",Covert Knife
1426,Boreal Forest,Navaja Knife,1,No Recent Price,Covert Knife
1427,Urban Masked,Navaja Knife,1,No Recent Price,Covert Knife
1429,Slaughter,Nomad Knife,1,"648,19€",Covert Knife
1430,Night Stripe,Nomad Knife,1,No Recent Price,Covert Knife
1431,Boreal Forest,Nomad Knife,1,No Recent Price,Covert Knife
1432,Urban Masked,Nomad Knife,1,No Recent Price,Covert Knife
1433,Scorched,Nomad Knife,1,"549,03€",Covert Knife
1435,Crimson Web,Nomad Knife,1,No Recent Price,Covert Knife
1436,Fade,Nomad Knife,1,"1 112,77€",Covert Knife
1437,Forest DDPAT,Nomad Knife,1,No Recent Price,Covert Knife
1438,Case Hardened,Nomad Knife,1,"891,14€",Covert Knife
1439,Stained,Nomad Knife,1,No Recent Price,Covert Knife
1440,Safari Mesh,Nomad Knife,1,No Recent Price,Covert Knife
1441,Blue Steel,Nomad Knife,1,No Recent Price,Covert Knife
1442,Case Hardened,Paracord Knife,1,"799,80€",Covert Knife
1443,Fade,Paracord Knife,1,"600,17€",Covert Knife
1444,Forest DDPAT,Paracord Knife,1,No Recent Price,Covert Knife
1445,Night Stripe,Paracord Knife,1,No Recent Price,Covert Knife
1446,Stained,Paracord Knife,1,No Recent Price,Covert Knife
1447,Safari Mesh,Paracord Knife,1,No Recent Price,Covert Knife
1448,Blue Steel,Paracord Knife,1,"530,08€",Covert Knife
1449,Scorched,Paracord Knife,1,No Recent Price,Covert Knife
1450,Urban Masked,Paracord Knife,1,No Recent Price,Covert Knife
1451,Boreal Forest,Paracord Knife,1,No Recent Price,Covert Knife
1452,Crimson Web,Paracord Knife,1,No Recent Price,Covert Knife
1454,Slaughter,Paracord Knife,1,"460,12€",Covert Knife
1455,Boreal Forest,Shadow Daggers,1,No Recent Price,Covert Knife
1456,Marble Fade,Shadow Daggers,1,"245,73€",Covert Knife
1457,Scorched,Shadow Daggers,1,No Recent Price,Covert Knife
1458,Urban Masked,Shadow Daggers,1,No Recent Price,Covert Knife
1459,Case Hardened,Shadow Daggers,1,"450,67€",Covert Knife
1460,Forest DDPAT,Shadow Daggers,1,No Recent Price,Covert Knife
1461,Stained,Shadow Daggers,1,"297,04€",Covert Knife
1462,Tiger Tooth,Shadow Daggers,1,"206,03€",Covert Knife
1463,Rust Coat,Shadow Daggers,1,Not Possible,Covert Knife
1464,Gamma Doppler,Shadow Daggers,1,"298,46€",Covert Knife
1465,Fade,Shadow Daggers,1,"349,11€",Covert Knife
1467,Autotronic,Shadow Daggers,1,"258,29€",Covert Knife
1468,Freehand,Shadow Daggers,1,"197,28€",Covert Knife
1469,Black Laminate,Shadow Daggers,1,"204,--€",Covert Knife
1470,Safari Mesh,Shadow Daggers,1,No Recent Price,Covert Knife
1472,Bright Water,Shadow Daggers,1,"137,78€",Covert Knife
1473,Slaughter,Shadow Daggers,1,"256,07€",Covert Knife
1474,Crimson Web,Shadow Daggers,1,No Recent Price,Covert Knife
1476,Damascus Steel,Shadow Daggers,1,"159,39€",Covert Knife
1477,Doppler,Shadow Daggers,1,"315,27€",Covert Knife
1478,Blue Steel,Shadow Daggers,1,"319,92€",Covert Knife
1479,Lore,Shadow Daggers,1,"388,42€",Covert Knife
1480,Crimson Web,Skeleton Knife,1,No Recent Price,Covert Knife
1482,Blue Steel,Skeleton Knife,1,No Recent Price,Covert Knife
1483,Case Hardened,Skeleton Knife,1,No Recent Price,Covert Knife
1484,Fade,Skeleton Knife,1,No Recent Price,Covert Knife
1485,Urban Masked,Skeleton Knife,1,No Recent Price,Covert Knife
1486,Boreal Forest,Skeleton Knife,1,No Recent Price,Covert Knife
1487,Night Stripe,Skeleton Knife,1,No Recent Price,Covert Knife
1488,Forest DDPAT,Skeleton Knife,1,No Recent Price,Covert Knife
1489,Slaughter,Skeleton Knife,1,"1 108,76€",Covert Knife
1490,Safari Mesh,Skeleton Knife,1,No Recent Price,Covert Knife
1491,Scorched,Skeleton Knife,1,"1 546,33€",Covert Knife
1492,Stained,Skeleton Knife,1,No Recent Price,Covert Knife
1493,Forest DDPAT,Stiletto Knife,1,No Recent Price,Covert Knife
1495,Stained,Stiletto Knife,1,No Recent Price,Covert Knife
1497,Crimson Web,Stiletto Knife,1,No Recent Price,Covert Knife
1498,Scorched,Stiletto Knife,1,No Recent Price,Covert Knife
1499,Damascus Steel,Stiletto Knife,1,No Recent Price,Covert Knife
1500,Boreal Forest,Stiletto Knife,1,No Recent Price,Covert Knife
1501,Fade,Stiletto Knife,1,"1 023,79€",Covert Knife
1502,Night Stripe,Stiletto Knife,1,No Recent Price,Covert Knife
1503,Urban Masked,Stiletto Knife,1,No Recent Price,Covert Knife
1504,Marble Fade,Stiletto Knife,1,"700,26€",Covert Knife
1505,Safari Mesh,Stiletto Knife,1,No Recent Price,Covert Knife
1506,Slaughter,Stiletto Knife,1,"828,30€",Covert Knife
1507,Case Hardened,Stiletto Knife,1,"892,85€",Covert Knife
1508,Blue Steel,Stiletto Knife,1,No Recent Price,Covert Knife
1509,Rust Coat,Stiletto Knife,1,Not Possible,Covert Knife
1510,Doppler,Stiletto Knife,1,"746,48€",Covert Knife
1511,Tiger Tooth,Stiletto Knife,1,"574,84€",Covert Knife
1512,Night Stripe,Survival Knife,1,No Recent Price,Covert Knife
1513,Urban Masked,Survival Knife,1,No Recent Price,Covert Knife
1514,Fade,Survival Knife,1,"533,20€",Covert Knife
1515,Forest DDPAT,Survival Knife,1,No Recent Price,Covert Knife
1516,Stained,Survival Knife,1,"303,13€",Covert Knife
1517,Scorched,Survival Knife,1,No Recent Price,Covert Knife
1518,Blue Steel,Survival Knife,1,"352,37€",Covert Knife
1519,Safari Mesh,Survival Knife,1,No Recent Price,Covert Knife
1520,Slaughter,Survival Knife,1,"345,10€",Covert Knife
1521,Boreal Forest,Survival Knife,1,"798,59€",Covert Knife
1522,Crimson Web,Survival Knife,1,No Recent Price,Covert Knife
1524,Case Hardened,Survival Knife,1,No Recent Price,Covert Knife
1525,Urban Masked,Talon Knife,1,"1 112,77€",Covert Knife
1526,Slaughter,Talon Knife,1,"1 167,37€",Covert Knife
1527,Stained,Talon Knife,1,"1 747,91€",Covert Knife
1528,Marble Fade,Talon Knife,1,"1 020,04€",Covert Knife
1529,Fade,Talon Knife,1,No Recent Price,Covert Knife
1531,Scorched,Talon Knife,1,No Recent Price,Covert Knife
1532,Blue Steel,Talon Knife,1,"1 547,25€",Covert Knife
1533,Tiger Tooth,Talon Knife,1,"879,43€",Covert Knife
1534,Boreal Forest,Talon Knife,1,No Recent Price,Covert Knife
1535,Damascus Steel,Talon Knife,1,"637,63€",Covert Knife
1537,Doppler,Talon Knife,1,"1 374,68€",Covert Knife
1538,Crimson Web,Talon Knife,1,No Recent Price,Covert Knife
1539,Night Stripe,Talon Knife,1,No Recent Price,Covert Knife
1540,Case Hardened,Talon Knife,1,No Recent Price,Covert Knife
1541,Forest DDPAT,Talon Knife,1,No Recent Price,Covert Knife
1542,Rust Coat,Talon Knife,1,Not Possible,Covert Knife
1543,Safari Mesh,Talon Knife,1,No Recent Price,Covert Knife
1544,Crimson Web,Ursus Knife,1,No Recent Price,Covert Knife
1545,Night Stripe,Ursus Knife,1,No Recent Price,Covert Knife
1546,Forest DDPAT,Ursus Knife,1,No Recent Price,Covert Knife
1548,Slaughter,Ursus Knife,1,"553,89€",Covert Knife
1549,Doppler,Ursus Knife,1,"602,75€",Covert Knife
1551,Rust Coat,Ursus Knife,1,Not Possible,Covert Knife
1552,Fade,Ursus Knife,1,"723,30€",Covert Knife
1553,Boreal Forest,Ursus Knife,1,No Recent Price,Covert Knife
1554,Marble Fade,Ursus Knife,1,"587,60€",Covert Knife
1555,Tiger Tooth,Ursus Knife,1,"375,45€",Covert Knife
1556,Urban Masked,Ursus Knife,1,No Recent Price,Covert Knife
1557,Scorched,Ursus Knife,1,No Recent Price,Covert Knife
1558,Safari Mesh,Ursus Knife,1,No Recent Price,Covert Knife
1559,Stained,Ursus Knife,1,"369,90€",Covert Knife
1560,Damascus Steel,Ursus Knife,1,"261,40€",Covert Knife
1561,Case Hardened,Ursus Knife,1,No Recent Price,Covert Knife
1562,Blue Steel,Ursus Knife,1,"463,88€",Covert Knife
